"Word","Translation"
"Message delivered successfully to %s Facebook pages","Message delivered successfully to %s Facebook pages"
"Message:","Message:"
"mins","mins"
"Mo","Mo"
"Mobile","Mobile"
"Mon","Mon"
"Monday","Monday"
"Month","Month"
"Months","Months"
"More","More"
"more &raquo;","more &raquo;"
"More advanced changes can be made like normal in the /css/styles.css and /css/desktop.css files. (use Chrome or Firebug to locate the styles you wish to change)","More advanced changes can be made like normal in the /css/styles.css and /css/desktop.css files. (use Chrome or Firebug to locate the styles you wish to change)"
"more fields &raquo;","more fields &raquo;"
"Multiple Body Areas","Multiple Body Areas"
"Multiple Day Event","Multiple Day Event"
"MultiSafepay","MultiSafepay"
"MultiSafePay","MultiSafePay"
"Multisafepay Settings","Multisafepay Settings"
"Multisafepay setup instructions:","Multisafepay setup instructions:"
"MyAssets","MyAssets"
"N/A","N/A"
"Name","Name"
"Name/Description:","Name/Description:"
"Name/Label","Name/Label"
"Name/URL:","Name/URL:"
"Name:","Name:"
"Names, Phone or Email:","Names, Phone or Email:"
"Narrow Fixed","Narrow Fixed"
"nd","nd"
"Never","Never"
"Never sent","Never sent"
"New","New"
"New ","New "
"new","new"
"New Customer Details","New Customer Details"
"New event","New event"
"New Event","New Event"
"New Job","New Job"
"New Lead Details","New Lead Details"
"New Manual Invoice","New Manual Invoice"
"New Member Details","New Member Details"
"New Password","New Password"
"New Quote","New Quote"
"New Task","New Task"
"New task created successfully","New task created successfully"
"New Words","New Words"
"Newsletter","Newsletter"
"Newsletter Content","Newsletter Content"
"Newsletter deleted successfully","Newsletter deleted successfully"
"Newsletter Drafts (have not been sent yet)","Newsletter Drafts (have not been sent yet)"
"Newsletter duplicated successfully","Newsletter duplicated successfully"
"Newsletter Link Clicks","Newsletter Link Clicks"
"Newsletter Overview","Newsletter Overview"
"Newsletter saved successfully","Newsletter saved successfully"
"Newsletter Sent Already","Newsletter Sent Already"
"Newsletter Settings","Newsletter Settings"
"Newsletter Statistics: %s","Newsletter Statistics: %s"
"Newsletter Statistics: UCM: December updates available","Newsletter Statistics: UCM: December updates available"
"Newsletter Statistics: unsub test 5","Newsletter Statistics: unsub test 5"
"Newsletter Subscription","Newsletter Subscription"
"Newsletter System","Newsletter System"
"Newsletter Template Details","Newsletter Template Details"
"Newsletter Templates","Newsletter Templates"
"Newsletter: ","Newsletter: "
"Newsletter:","Newsletter:"
"Newsletters","Newsletters"
"newsletter_subscriptions","newsletter_subscriptions"
"Next","Next"
"Next &raquo;","Next &raquo;"
"Next Date","Next Date"
"Next Due Date","Next Due Date"
"Next due date is: %s","Next due date is: %s"
"Next Step","Next Step"
"Next Ticket","Next Ticket"
"Next Ticket &raquo;","Next Ticket &raquo;"
"No","No"
"No implemented yet","No implemented yet"
"No Product","No Product"
"No results found","No results found"
"No, do not send duplicate emails","No, do not send duplicate emails"
"None","None"
"Normal","Normal"
"Not allowed","Not allowed"
"Not paid","Not paid"
"Not sent","Not sent"
"Not Yet","Not Yet"
"Nota recordatorio","Nota recordatorio"
"Note","Note"
"Note deleted successfully","Note deleted successfully"
"Note Reminder","Note Reminder"
"Note: logout of this system before submitting a public support ticket for it to work correctly.","Note: logout of this system before submitting a public support ticket for it to work correctly."
"Notes:","Notes:"
"Nothing (default)","Nothing (default)"
"Notify","Notify"
"Nov","Nov"
"November","November"
"Now","Now"
"Number","Number"
"Number:","Number:"
"Oct","Oct"
"October","October"
"OK","OK"
"Ola","Ola"
"Old Password","Old Password"
"Once Off","Once Off"
"Once off","Once off"
"Only Accepted Quotes","Only Accepted Quotes"
"Only Completed Jobs","Only Completed Jobs"
"Only Non-Completed Jobs","Only Non-Completed Jobs"
"Only Quoted Jobs","Only Quoted Jobs"
"Only show the bitcoin option if the dollar value is greater than or less than the below value.","Only show the bitcoin option if the dollar value is greater than or less than the below value."
"Only show the paypal option if the dollar value is greater than or less than the below value.","Only show the paypal option if the dollar value is greater than or less than the below value."
"Only show the stripe option if the dollar value is greater than or less than the below value.","Only show the stripe option if the dollar value is greater than or less than the below value."
"Only Un-Accepted Quotes","Only Un-Accepted Quotes"
"Only use this default customer if the customer cannot be found based on the ticket users email address.","Only use this default customer if the customer cannot be found based on the ticket users email address."
"Open","Open"
"open &raquo;","open &raquo;"
"Open Invoice","Open Invoice"
"Open Job","Open Job"
"Open Job &raquo;","Open Job &raquo;"
"Open Preview","Open Preview"
"Open Quote &raquo;","Open Quote &raquo;"
"Opened","Opened"
"Opened By","Opened By"
"Or custom tax:","Or custom tax:"
"Order","Order"
"Other","Other"
"Other Forms","Other Forms"
"Others","Others"
"Overdue","Overdue"
"OVERDUE","OVERDUE"
"Overdue: ","Overdue: "
"Overview","Overview"
"Overwrite/Update Duplicates","Overwrite/Update Duplicates"
"Package","Package"
"Page %s of %s","Page %s of %s"
"Paid","Paid"
"paid","paid"
"Paid Date","Paid Date"
"Paid:","Paid:"
"Panel principal","Panel principal"
"Participant","Participant"
"Password","Password"
"Past Newsletters","Past Newsletters"
"Past Newsletters <span class=""menu_label"">%s</span>","Past Newsletters <span class=""menu_label"">%s</span>"
"Past Newsletters <span class=""menu_label"">6</span>","Past Newsletters <span class=""menu_label"">6</span>"
"Past Newsletters <span class=""menu_label"">7</span>","Past Newsletters <span class=""menu_label"">7</span>"
"Past Newsletters<span class=""label label-info"">34</span>","Past Newsletters<span class=""label label-info"">34</span>"
"Past Newsletters<span class=""label label-info"">35</span>","Past Newsletters<span class=""label label-info"">35</span>"
"Past Newsletters<span class=""menu_label"">34</span>","Past Newsletters<span class=""menu_label"">34</span>"
"Past Newsletters<span class=""menu_label"">35</span>","Past Newsletters<span class=""menu_label"">35</span>"
"Pause Sending","Pause Sending"
"Paused","Paused"
"Payment against invoice #%s on subscription %s","Payment against invoice #%s on subscription %s"
"Payment against invoice #%s via ""%s"" method","Payment against invoice #%s via ""%s"" method"
"Payment against invoice <a href=""%s"">#%s</a> via ""%s"" method","Payment against invoice <a href=""%s"">#%s</a> via ""%s"" method"
"Payment Amount","Payment Amount"
"Payment Completed","Payment Completed"
"Payment Date","Payment Date"
"Payment for Invoice %s","Payment for Invoice %s"
"Payment from %s","Payment from %s"
"Payment from %s %s on subscription %s","Payment from %s %s on subscription %s"
"Payment from %s on subscription %s","Payment from %s on subscription %s"
"Payment History:","Payment History:"
"Payment Method","Payment Method"
"Payment Methods:","Payment Methods:"
"Payments","Payments"
"PayPal","PayPal"
"PayPal Settings","PayPal Settings"
"PayPal setup instructions:","PayPal setup instructions:"
"PayPal subscription setup instructions:","PayPal subscription setup instructions:"
"PDF","PDF"
"PDF Settings","PDF Settings"
"PDF Template","PDF Template"
"Pending","Pending"
"Pending %s Invoice","Pending %s Invoice"
"Pending <span class='label label-info'>20</span> ","Pending <span class='label label-info'>20</span> "
"Pending <span class='label label-info'>21</span> ","Pending <span class='label label-info'>21</span> "
"Pending <span class='menu_label'>1</span> ","Pending <span class='menu_label'>1</span> "
"Pending <span class='menu_label'>20</span> ","Pending <span class='menu_label'>20</span> "
"Pending <span class='menu_label'>21</span> ","Pending <span class='menu_label'>21</span> "
"Pending Job Quote","Pending Job Quote"
"Pending on %s","Pending on %s"
"per","per"
"Per Day","Per Day"
"Per Hour","Per Hour"
"Per Minute","Per Minute"
"Per Page:","Per Page:"
"Perform Bulk Action","Perform Bulk Action"
"Perform Bulk Actions","Perform Bulk Actions"
"Perform Bulk Actions on Tickets (BETA!)","Perform Bulk Actions on Tickets (BETA!)"
"Period","Period"
"Permissions","Permissions"
"Phone","Phone"
"Phone Number","Phone Number"
"Picture","Picture"
"Picture Post","Picture Post"
"Pin","Pin"
"Pin added successfully","Pin added successfully"
"Pin already exists","Pin already exists"
"Pin Current Page +","Pin Current Page +"
"Pin deleted successfully","Pin deleted successfully"
"Place this in an iframe on your website, or as a link on your website, and people can submit support tickets.","Place this in an iframe on your website, or as a link on your website, and people can submit support tickets."
"Please <a href=""%s"">click here</a> to check bounce emails manually.","Please <a href=""%s"">click here</a> to check bounce emails manually."
"Please <a href=""%s"">click here</a> to pay online.","Please <a href=""%s"">click here</a> to pay online."
"Please click the button above to request a change on this website.","Please click the button above to request a change on this website."
"Please click the button below to apply the credit to this invoice.","Please click the button below to apply the credit to this invoice."
"Please click the button below to apply this deposit.","Please click the button below to apply this deposit."
"Please confirm your new password here a second time.","Please confirm your new password here a second time."
"Please create an empty job first","Please create an empty job first"
"Please enter a name for this saved task listing","Please enter a name for this saved task listing"
"Please enter starting balance","Please enter starting balance"
"Please enter your email address below to reset your password.","Please enter your email address below to reset your password."
"Please enter your old password in order to set a new password.","Please enter your old password in order to set a new password."
"Please explain clearly the change you would like to make.","Please explain clearly the change you would like to make."
"Please Generate Invoice","Please Generate Invoice"
"Please google for ""How to make a favicon"". It should be a small PNG or ICO image.","Please google for ""How to make a favicon"". It should be a small PNG or ICO image."
"Please insert the Envato Item ID of this item under your account (look in your address bar)","Please insert the Envato Item ID of this item under your account (look in your address bar)"
"Please insert your license code(s) below to receive updates and new features.","Please insert your license code(s) below to receive updates and new features."
"Please insert your license code(s) below to receive upgrades and new features.","Please insert your license code(s) below to receive upgrades and new features."
"Please Login","Please Login"
"Please make sure you include a single {BODY} tag in the template.","Please make sure you include a single {BODY} tag in the template."
"Please make sure your data is in the below format. The <strong>first line</strong> of your CSV file should be the column headers as below. You can <a href=""%s"">click here</a> to download a sample CSV template ready for import. Please use UTF8 file format. %s","Please make sure your data is in the below format. The <strong>first line</strong> of your CSV file should be the column headers as below. You can <a href=""%s"">click here</a> to download a sample CSV template ready for import. Please use UTF8 file format. %s"
"Please navigate to the page you wish to change.","Please navigate to the page you wish to change."
"Please press save first","Please press save first"
"Please review the send options below and click the Send button when you are happy.","Please review the send options below and click the Send button when you are happy."
"Please save newsletter in order to insert images and attachments.","Please save newsletter in order to insert images and attachments."
"Please see the other forms/messages under Settings > Templates. Look for the ""newsletter"" ones.","Please see the other forms/messages under Settings > Templates. Look for the ""newsletter"" ones."
"Please select","Please select"
"Please select the Envato account this item exists under","Please select the Envato account this item exists under"
"Please select the groups you would like to send this email to:","Please select the groups you would like to send this email to:"
"Please select the people you would like to send this newsletter to.","Please select the people you would like to send this newsletter to."
"Please select which product you are enquiring about","Please select which product you are enquiring about"
"Please select which tasks to generate an invoice for:","Please select which tasks to generate an invoice for:"
"Please setup a NEW email address for bounces. Do not use an existing email address.","Please setup a NEW email address for bounces. Do not use an existing email address."
"Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend <a href=""http://www.libreoffice.org/download/"" target=""_blank"">LibreOffice</a> for best CSV file generation.","Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend <a href=""http://www.libreoffice.org/download/"" target=""_blank"">LibreOffice</a> for best CSV file generation."
"Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend OpenOffice for best CSV file generation.","Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend OpenOffice for best CSV file generation."
"Please wait...","Please wait..."
"Plugin","Plugin"
"Plugin/Theme","Plugin/Theme"
"pm","pm"
"PM","PM"
"Position","Position"
"Post Code","Post Code"
"Postcode","Postcode"
"Prev","Prev"
"Prev Ticket","Prev Ticket"
"Preview","Preview"
"Preview Dynamic Fields:","Preview Dynamic Fields:"
"Preview Image","Preview Image"
"Preview Newsletter","Preview Newsletter"
"Previous Weeks","Previous Weeks"
"Price","Price"
"Primary","Primary"
"Primary (%s)","Primary (%s)"
"Primary Contact","Primary Contact"
"Primary Contact Details","Primary Contact Details"
"Print Multiple PDFs","Print Multiple PDFs"
"Print PDF","Print PDF"
"Priority","Priority"
"Priority Support","Priority Support"
"Priority:","Priority:"
"Private","Private"
"Process Import","Process Import"
"Processing, please wait","Processing, please wait"
"Product","Product"
"Product Category Information","Product Category Information"
"Product category saved successfully","Product category saved successfully"
"Product deleted successfully","Product deleted successfully"
"Product Details","Product Details"
"Product Information","Product Information"
"Product Management","Product Management"
"Product Name","Product Name"
"Product:","Product:"
"Products","Products"
"Progress","Progress"
"prova","prova"
"Public","Public"
"Public Invoice Link","Public Invoice Link"
"Public link","Public link"
"Public Link","Public Link"
"Purchases","Purchases"
"Qty","Qty"
"qty","qty"
"Quantity & Amount","Quantity & Amount"
"Question","Question"
"Questions & Answers","Questions & Answers"
"Queue Newsletter for Sending","Queue Newsletter for Sending"
"Quick Add","Quick Add"
"Quick Pin","Quick Pin"
"Quick Preview","Quick Preview"
"Quick Preview:","Quick Preview:"
"Quick Search:","Quick Search:"
"Quote","Quote"
"Quote approval emailed to staff member","Quote approval emailed to staff member"
"Quote Date","Quote Date"
"quote deleted successfully","quote deleted successfully"
"Quote Description","Quote Description"
"Quote Details","Quote Details"
"Quote Emails","Quote Emails"
"Quote Groups","Quote Groups"
"Quote Has Been Approved","Quote Has Been Approved"
"Quote Jobs","Quote Jobs"
"Quote Notes","Quote Notes"
"Quote Requires Approval","Quote Requires Approval"
"Quote saved successfully","Quote saved successfully"
"Quote Tasks %s","Quote Tasks %s"
"Quote Title","Quote Title"
"Quote Title:","Quote Title:"
"Quote: %s","Quote: %s"
"Quoted Date","Quoted Date"
"Quotes","Quotes"
"quotes","quotes"
"Quotes <span class='label label-info'>14</span> ","Quotes <span class='label label-info'>14</span> "
"Quotes <span class='label label-info'>15</span> ","Quotes <span class='label label-info'>15</span> "
"Quotes <span class='label label-info'>16</span> ","Quotes <span class='label label-info'>16</span> "
"Quotes <span class='label label-info'>1</span> ","Quotes <span class='label label-info'>1</span> "
"Quotes <span class='label label-info'>2</span> ","Quotes <span class='label label-info'>2</span> "
"Quotes <span class='label label-info'>3</span> ","Quotes <span class='label label-info'>3</span> "
"Quotes <span class='label label-info'>6</span> ","Quotes <span class='label label-info'>6</span> "
"Quotes <span class='label label-info'>7</span> ","Quotes <span class='label label-info'>7</span> "
"Quotes <span class='menu_label'>14</span> ","Quotes <span class='menu_label'>14</span> "
"Quotes <span class='menu_label'>15</span> ","Quotes <span class='menu_label'>15</span> "
"Quotes <span class='menu_label'>16</span> ","Quotes <span class='menu_label'>16</span> "
"Quotes <span class='menu_label'>1</span> ","Quotes <span class='menu_label'>1</span> "
"Quotes <span class='menu_label'>2</span> ","Quotes <span class='menu_label'>2</span> "
"Quotes <span class='menu_label'>3</span> ","Quotes <span class='menu_label'>3</span> "
"Quotes <span class='menu_label'>4</span> ","Quotes <span class='menu_label'>4</span> "
"Quotes <span class='menu_label'>6</span> ","Quotes <span class='menu_label'>6</span> "
"Quotes <span class='menu_label'>7</span> ","Quotes <span class='menu_label'>7</span> "
"Quotes New","Quotes New"
"Rate","Rate"
"Raw Value:","Raw Value:"
"rd","rd"
"Really delete Change Request?","Really delete Change Request?"
"Really delete company: Jankosoft (Pvt) Ltd","Really delete company: Jankosoft (Pvt) Ltd"
"Really delete company: sfdfgdf","Really delete company: sfdfgdf"
"Really delete company: Test","Really delete company: Test"
"Really delete contact: stijn","Really delete contact: stijn"
"Really delete currency: TD","Really delete currency: TD"
"Really delete customer: ","Really delete customer: "
"Really delete customer: %s","Really delete customer: %s"
"Really delete customer: 4NET","Really delete customer: 4NET"
"Really delete customer: Richards Roof Repairs","Really delete customer: Richards Roof Repairs"
"Really delete customer: Ridderspark Krugersdorp","Really delete customer: Ridderspark Krugersdorp"
"Really delete customer: sdfsdfsdf","Really delete customer: sdfsdfsdf"
"Really delete customer: Test stijn","Really delete customer: Test stijn"
"Really delete customer: Tran Duy Ninh","Really delete customer: Tran Duy Ninh"
"Really delete group: admin@example.com","Really delete group: admin@example.com"
"Really delete group: asddasd","Really delete group: asddasd"
"Really delete group: Beszállító","Really delete group: Beszállító"
"Really delete group: dgdfg","Really delete group: dgdfg"
"Really delete group: drew's website group","Really delete group: drew's website group"
"Really delete group: PC","Really delete group: PC"
"Really delete group: test","Really delete group: test"
"Really delete group: UK","Really delete group: UK"
"Really delete member:  ","Really delete member:  "
"Really delete newsletter: hfghfgh","Really delete newsletter: hfghfgh"
"Really Delete Note?","Really Delete Note?"
"Really delete product: ","Really delete product: "
"Really delete quote: ","Really delete quote: "
"Really delete quote: test","Really delete quote: test"
"Really delete quote: Voice","Really delete quote: Voice"
"Really delete quote: 流浮山","Really delete quote: 流浮山"
"Really delete security role: john doe","Really delete security role: john doe"
"Really delete security role: test","Really delete security role: test"
"Really delete task hours?","Really delete task hours?"
"Really delete this entire custom data group? All it's records and revisions as well?","Really delete this entire custom data group? All it's records and revisions as well?"
"Really delete this entire data fieldset?","Really delete this entire data fieldset?"
"Really delete this record?","Really delete this record?"
"Really delete this?","Really delete this?"
"Really delete user: abc","Really delete user: abc"
"Really delete user: 김","Really delete user: 김"
"Really delete user: jblend67","Really delete user: jblend67"
"Really remove any duplicate words from the database?","Really remove any duplicate words from the database?"
"Really reset the language database?","Really reset the language database?"
"Really save these tasks as a default task listing?","Really save these tasks as a default task listing?"
"Reason","Reason"
"Recipient Status (refresh to see updated status)","Recipient Status (refresh to see updated status)"
"Record","Record"
"Record %s","Record %s"
"Record recurring transaction","Record recurring transaction"
"Record this transaction","Record this transaction"
"Records","Records"
"Recurring","Recurring"
"Recurring or Once Off","Recurring or Once Off"
"Recurring Period","Recurring Period"
"Recurring Transaction","Recurring Transaction"
"Recurring Transaction Due","Recurring Transaction Due"
"Recurring transaction saved successfully","Recurring transaction saved successfully"
"Recurring Transactions for next %s months","Recurring Transactions for next %s months"
"Recurring: %s","Recurring: %s"
"Refresh","Refresh"
"Refresh Envato Module","Refresh Envato Module"
"Refresh failed %s times.","Refresh failed %s times."
"Refund against invoice <a href=""%s"">#%s</a> via ""%s"" method","Refund against invoice <a href=""%s"">#%s</a> via ""%s"" method"
"Reg","Reg"
"Region","Region"
"Related to","Related to"
"Reminder","Reminder"
"Remove","Remove"
"Remove old Unpaid Priority Support Invoices","Remove old Unpaid Priority Support Invoices"
"Remove Unpaid Support Invoices","Remove Unpaid Support Invoices"
"Renewal Date","Renewal Date"
"Repeat event","Repeat event"
"Repeat Every","Repeat Every"
"Replied","Replied"
"Reply","Reply"
"Reply to ticket","Reply to ticket"
"Reply To:","Reply To:"
"Request a Change","Request a Change"
"Request Change Link","Request Change Link"
"Request Link","Request Link"
"Required","Required"
"Requires WP Version","Requires WP Version"
"Reset","Reset"
"Reset Password","Reset Password"
"Resolved","Resolved"
"Resume Sending","Resume Sending"
"Return to Editor","Return to Editor"
"Review Recipients (%s)","Review Recipients (%s)"
"Review Recipients (4)","Review Recipients (4)"
"Revision #","Revision #"
"Right","Right"
"right click - copy link","right click - copy link"
"Role / Permissions","Role / Permissions"
"Role deleted successfully.","Role deleted successfully."
"Role Details","Role Details"
"Run Manual Upgrades","Run Manual Upgrades"
"Sa","Sa"
"Sat","Sat"
"Saturday","Saturday"
"Save","Save"
"Save & Connect to Facebook","Save & Connect to Facebook"
"Save & Next Transaction","Save & Next Transaction"
"Save Address","Save Address"
"Save and Return","Save and Return"
"Save Changes","Save Changes"
"Save Changes &raquo;","Save Changes &raquo;"
"Save Contact","Save Contact"
"Save Credit Note","Save Credit Note"
"Save Decrypted","Save Decrypted"
"Save details","Save details"
"Save Event","Save Event"
"Save file","Save file"
"Save File","Save File"
"Save Information","Save Information"
"Save invoice","Save invoice"
"Save job","Save job"
"Save Job","Save Job"
"Save note","Save note"
"Save Quote","Save Quote"
"Save Role","Save Role"
"Save settings","Save settings"
"Save Settings","Save Settings"
"Save User","Save User"
"Save Website","Save Website"
"Saved Response","Saved Response"
"Saved successfully","Saved successfully"
"Schedule","Schedule"
"Schedule send","Schedule send"
"Search","Search"
"Search %s","Search %s"
"Search Results","Search Results"
"Searchable","Searchable"
"Seconds to wait between sending batches of newsletters","Seconds to wait between sending batches of newsletters"
"Section","Section"
"Security Roles","Security Roles"
"select a job","select a job"
"Select Files","Select Files"
"Select Recipients","Select Recipients"
"Select Ticket Group","Select Ticket Group"
"SEND","SEND"
"Send","Send"
"Send a copy of this message to other staff members:","Send a copy of this message to other staff members:"
"Send a test email","Send a test email"
"Send Credit Note","Send Credit Note"
"Send email","Send email"
"Send Email Instructions","Send Email Instructions"
"Send images inline? This will use a LOT more bandwidth and take longer to send. But users will have a better chance of seeing your images.","Send images inline? This will use a LOT more bandwidth and take longer to send. But users will have a better chance of seeing your images."
"Send Invoice","Send Invoice"
"Send message as:","Send message as:"
"Send New Email","Send New Email"
"Send Newsletter","Send Newsletter"
"Send Newsletter: %s","Send Newsletter: %s"
"Send Newsletter: unsub test 5","Send Newsletter: unsub test 5"
"Send Options","Send Options"
"Send Reply Message","Send Reply Message"
"Send Statistics","Send Statistics"
"Send Ticket Reply Message","Send Ticket Reply Message"
"Sender Email","Sender Email"
"Sender Name","Sender Name"
"Sending","Sending"
"Sending complete. Please <a href=""%s"""">click here</a> to refresh the page.","Sending complete. Please <a href=""%s"""">click here</a> to refresh the page."
"Sending complete. Please <a href=""%s"">click here</a> to refresh the page.","Sending complete. Please <a href=""%s"">click here</a> to refresh the page."
"Sending Newsletter: %s","Sending Newsletter: %s"
"Sending Newsletter: unsub test 5","Sending Newsletter: unsub test 5"
"SENDING PAUSED","SENDING PAUSED"
"Sent","Sent"
"sent","sent"
"Sent By","Sent By"
"Sent Date","Sent Date"
"Sent Date:","Sent Date:"
"Sent From","Sent From"
"Sent successfully: %s","Sent successfully: %s"
"Sent To","Sent To"
"Sep","Sep"
"September","September"
"Set Password","Set Password"
"Set Starting Balance (currently $0.00)","Set Starting Balance (currently $0.00)"
"Set Starting Balance (currently %s)","Set Starting Balance (currently %s)"
"Set this to blank, or /ssl, or /tls or other options from php.net/imap_connect","Set this to blank, or /ssl, or /tls or other options from php.net/imap_connect"
"Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder.","Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder."
"Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder.<br><br>Staff are users who have Job Task EDIT permissions.","Sets a dashboard reminder for the above date. This will appear on the selected users dashboard.<br><br>Untick to remove reminder.<br><br>Staff are users who have Job Task EDIT permissions."
"Settings","Settings"
"Shedule send","Shedule send"
"Show %s completed changes","Show %s completed changes"
"Show 0 completed changes","Show 0 completed changes"
"Show 1 completed changes","Show 1 completed changes"
"Show auto reply &raquo;","Show auto reply &raquo;"
"Show Completed Tasks","Show Completed Tasks"
"Show debug output while posting the message","Show debug output while posting the message"
"Show entire message &raquo;","Show entire message &raquo;"
"Show Previous %s Messages","Show Previous %s Messages"
"Showing records %s to %s of %s","Showing records %s to %s of %s"
"Signin with Twitter at https://apps.twitter.com/ and click the Create New App button. Enter a Name, Description, Website and in the Callback URL just put your website address. Once created, go to Permissions and choose ""Read, write, and direct messages"" then go to API Keys and copy your API Key and API Secret from here into the below form.","Signin with Twitter at https://apps.twitter.com/ and click the Create New App button. Enter a Name, Description, Website and in the Callback URL just put your website address. Once created, go to Permissions and choose ""Read, write, and direct messages"" then go to API Keys and copy your API Key and API Secret from here into the below form."
"Signup","Signup"
"Single Body Area","Single Body Area"
"Size","Size"
"Skip Duplicates","Skip Duplicates"
"Skip missing words, only add those already in Database","Skip missing words, only add those already in Database"
"Social","Social"
"Social Account","Social Account"
"Social Accounts","Social Accounts"
"Sorry no changes to admin user in demo","Sorry no changes to admin user in demo"
"Sorry the captcha code you entered was incorrect. Please try again.","Sorry the captcha code you entered was incorrect. Please try again."
"Sorry, could not load your data, please try again later","Sorry, could not load your data, please try again later"
"Sorry, no groups exist. Please create a %s group first.","Sorry, no groups exist. Please create a %s group first."
"Sorry, no groups exist. Please create a group first.","Sorry, no groups exist. Please create a group first."
"Spam Protection","Spam Protection"
"Split Pricing","Split Pricing"
"SQL Error: %s","SQL Error: %s"
"SSL","SSL"
"st","st"
"Staff","Staff"
"Staff Member","Staff Member"
"Staff Report","Staff Report"
"Staff Settings","Staff Settings"
"Staff: %s","Staff: %s"
"Start","Start"
"Start Date","Start Date"
"Start sending","Start sending"
"Start Time","Start Time"
"Starting manual send","Starting manual send"
"State","State"
"Statistics","Statistics"
"Status","Status"
"Status:","Status:"
"Step","Step"
"Stopped manual send","Stopped manual send"
"Street","Street"
"Stripe","Stripe"
"Stripe Settings","Stripe Settings"
"Stripe setup instructions:","Stripe setup instructions:"
"Stripe subscriptions:","Stripe subscriptions:"
"Su","Su"
"Sub Category","Sub Category"
"Sub List (advanced)","Sub List (advanced)"
"Sub Total","Sub Total"
"Sub Total:","Sub Total:"
"Sub-Total","Sub-Total"
"Sub:","Sub:"
"Subject","Subject"
"Subject:","Subject:"
"Submit Message","Submit Message"
"Submit Message & Go To Next Ticket","Submit Message & Go To Next Ticket"
"Submit Message &amp; Go To Next Ticket","Submit Message &amp; Go To Next Ticket"
"Submit Ticket","Submit Ticket"
"Subscribers","Subscribers"
"Subscription","Subscription"
"Subscription credit from %s","Subscription credit from %s"
"Subscription Due","Subscription Due"
"Subscription Form","Subscription Form"
"Subscription Information","Subscription Information"
"Subscription Name","Subscription Name"
"Subscription Options","Subscription Options"
"Subscription Payment","Subscription Payment"
"Subscription Report","Subscription Report"
"Subscription: %s","Subscription: %s"
"Subscriptions","Subscriptions"
"Subscriptions &amp; Payments","Subscriptions &amp; Payments"
"Suburb","Suburb"
"Success! Decrypting... please wait...","Success! Decrypting... please wait..."
"Success! Everything worked.","Success! Everything worked."
"Summary","Summary"
"Sun","Sun"
"Sunday","Sunday"
"Support","Support"
"Support Tickets","Support Tickets"
"Support:","Support:"
"Swap to Upload","Swap to Upload"
"Swap to URL","Swap to URL"
"Switch to Mobile Site","Switch to Mobile Site"
"Switch to Standard Editor","Switch to Standard Editor"
"Switch to Visual Editor","Switch to Visual Editor"
"Symbol","Symbol"
"System Companies","System Companies"
"System Settings","System Settings"
"System Templates","System Templates"
"Table","Table"
"Task","Task"
"Task %%","Task %%"
"Task completed","Task completed"
"Task CSV Data","Task CSV Data"
"Task Date","Task Date"
"Task Defaults","Task Defaults"
"Task Description","Task Description"
"Task Hours","Task Hours"
"Task is billable","Task is billable"
"Task is taxable","Task is taxable"
"Task numbers","Task numbers"
"Task Numbers","Task Numbers"
"Task Progress","Task Progress"
"Task saved successfully","Task saved successfully"
"Task Timer","Task Timer"
"Task Type","Task Type"
"Task Type:","Task Type:"
"Tasks Completed","Tasks Completed"
"Tasks Require Approval","Tasks Require Approval"
"Tasks to Approve","Tasks to Approve"
"Tax","Tax"
"Tax %s%%","Tax %s%%"
"Tax Added","Tax Added"
"Tax Included","Tax Included"
"Tax Report","Tax Report"
"Tax Type","Tax Type"
"Tax:","Tax:"
"Taxable Total","Taxable Total"
"Telling server to send in batches of %s, please wait...","Telling server to send in batches of %s, please wait..."
"temp","temp"
"Template","Template"
"Template Default Content:","Template Default Content:"
"Template Description","Template Description"
"Template Edit","Template Edit"
"Template Folder","Template Folder"
"Template HTML Code:","Template HTML Code:"
"Template Key","Template Key"
"Template Name","Template Name"
"Template saved successfully!","Template saved successfully!"
"Templates","Templates"
"TEST","TEST"
"Tested up to WP Version","Tested up to WP Version"
"tester","tester"
"Test_Data","Test_Data"
"Text","Text"
"Th","Th"
"th","th"
"Thank you for purchasing Priority Support. We will answer your question shortly.","Thank you for purchasing Priority Support. We will answer your question shortly."
"The above license code is for <a href=""%s"" target=""_blank"">%s</a> - thanks for purchasing!","The above license code is for <a href=""%s"" target=""_blank"">%s</a> - thanks for purchasing!"
