"Word","Translation"
"Invoices <span class='menu_label'>51</span> ","Invoices <span class='menu_label'>51</span> "
"Invoices <span class='menu_label'>52</span> ","Invoices <span class='menu_label'>52</span> "
"Invoices <span class='menu_label'>6</span> ","Invoices <span class='menu_label'>6</span> "
"Invoices <span class='menu_label'>7</span> ","Invoices <span class='menu_label'>7</span> "
"Invoices <span class='menu_label'>8</span> ","Invoices <span class='menu_label'>8</span> "
"Invoices Paid","Rechnungen bezahlt"
"Invoices Unpaid","Rechnungen unbezahlt"
"It is probably best to include the {UNSUBSCRIBE} link in the template. Please add it so users can unsubscribe easily.","It is probably best to include the {UNSUBSCRIBE} link in the template. Please add it so users can unsubscribe easily."
"Item Installs","Artikel Installiert"
"Item is taxable","Artikel ist steuerpflichtig"
"Item Name:","Item Name:"
"Item Type:","Item Type:"
"Item Versions <span class='menu_label'>1</span>","Item Versions <span class='menu_label'>1</span>"
"Jan","Jan."
"January","Januar"
"Job","Job"
"Job Amount","Job Betrag"
"Job Completed","Job Completed"
"Job Create/Renew Date:","Job erstellen Verlängern / Datum:"
"Job Date","Job Datum"
"Job Deposit","Job Kaution"
"Job Description","Job Description"
"Job Details","Job Details"
"Job Discussion","Job Diskussion"
"Job Emails","Job Emails"
"Job Finances:","Job Finanzen:"
"Job Groups","Job Gruppen"
"Job Invoices:","Job Rechnungen:"
"Job Name","Jobname"
"Job Not Started","Job nicht gestartet"
"Job Notes","Job Hinweise"
"Job Progress","Job Progress"
"Job Renewal Pending","Job Verlängerungsantrag"
"Job Report","Job Report"
"Job saved successfully","Job saved successfully"
"Job Tasks %s","Job Tasks %s"
"Job Title","Beschäftigungsbezeichnung"
"Job Title:","Beschäftigungsbezeichnung"
"Job Todo","Job Todo"
"Job Total","Job insgesamt"
"Job Type","Jobtyp"
"Job Type:","Job-Typ:"
"Job:","Job"
"Job: ","Job: "
"Job: %s","Arbeit: {0}%s{/0}"
"Job/Invoice Product Categories","Job/Invoice Product Categories"
"Job/Invoice Products","Job / Invoice Produkte"
"Jobs","Arbeit"
"jobs","jobs"
"Jobs <span class='label label-info'>1</span> ","Jobs <span class='label label-info'>1</span> "
"Jobs <span class='label label-info'>13</span> ","Jobs <span class='label label-info'>13</span> "
"Jobs <span class='label label-info'>15</span> ","Jobs <span class='label label-info'>15</span> "
"Jobs <span class='label label-info'>2</span> ","Jobs <span class='label label-info'>2</span> "
"Jobs <span class='label label-info'>22</span> ","Jobs <span class='label label-info'>22</span> "
"Jobs <span class='label label-info'>3</span> ","Jobs <span class='label label-info'>3</span> "
"Jobs <span class='label label-info'>4</span> ","Jobs <span class='label label-info'>4</span> "
"Jobs <span class='label label-info'>6</span> ","Jobs <span class='label label-info'>6</span> "
"Jobs <span class='label label-info'>8</span> ","Jobs <span class='label label-info'>8</span> "
"Jobs <span class='menu_label'>1</span> ","Jobs <span class='menu_label'>1</span> "
"Jobs <span class='menu_label'>13</span> ","Jobs <span class='menu_label'>13</span> "
"Jobs <span class='menu_label'>15</span> ","Jobs <span class='menu_label'>15</span> "
"Jobs <span class='menu_label'>2</span> ","Jobs <span class='menu_label'>2</span> "
"Jobs <span class='menu_label'>22</span> ","Jobs <span class='menu_label'>22</span> "
"Jobs <span class='menu_label'>3</span> ","Jobs <span class='menu_label'>3</span> "
"Jobs <span class='menu_label'>4</span> ","Jobs <span class='menu_label'>4</span> "
"Jobs <span class='menu_label'>6</span> ","Jobs <span class='menu_label'>6</span> "
"Jobs <span class='menu_label'>8</span> ","Jobs <span class='menu_label'>8</span> "
"Jul","Juli"
"July","Juli"
"Jun","Jun."
"June","Juni"
"kihkjhjk","kihkjhjk"
"Kitchen Type","Kitchen Type"
"landlords","landlords"
"Language","Sprache"
"Language and Translations","Language and Translations"
"Language Code","Language Code"
"Language Name","Language Name"
"Last Checked","Letzte Überprüfung"
"Last Date/Time","Last Date / Time"
"Last Decryption:","Letzte Entschlüsselung:"
"Last Install","Letzte Install"
"Last Name","Nachname"
"Last Sent","Last Sent"
"last sent %s days ago","zuletzt gesendeten%s Tagen"
"Last Transaction","Letzte Transaktion"
"Last transaction: %s on %s","Letzte Transaktion:%s auf%s"
"Last Week","Last Week"
"Latest Version","Neueste Version"
"Lead","Lead"
"Lead Groups","Lead Groups"
"Lead Information","Lead Information"
"Lead Name","Lead Name"
"Lead: %s","Lead: %s"
"Leads","Leads"
"Leave blank to send now. Pick a date in the future to send this message.","Leave blank to send now. Pick a date in the future to send this message."
"Left","Left"
"Less Than...","Less Than..."
"Licence","Licence"
"Line 1","Zeile 1:"
"Line 2","Zeile 2:"
"Link","Link"
"Link above contacts to this one, and make THIS one primary","Link above contacts to this one, and make THIS one primary"
"Link Caption","Link Caption"
"Link Description","Link Description"
"Link Picture","Link Picture"
"Link Post","Link Post"
"Link Title","Link Title"
"Linked Customer","Linked Kunden"
"Linked FAQ Products","Linked FAQ Produkte"
"Linked Invoice","Linked Invoice"
"Linked Invoices","Linked Rechnungen"
"Linked Item","Verknüpftes Element"
"Linked Job","Linked Job"
"Linked Products","Linked Products"
"Linked Staff","Linked Staff"
"Load Defaults","Load Defaults"
"Loading","Loading"
"Loading Alerts...","Loading Alerts..."
"Loading data...","Loading data..."
"Loading URL information...","Loading URL information..."
"Loading...","Laden"
"LOCAL DEMO","LOCAL DEMO"
"Location","Location"
"Log","Protokoll"
"Login","Anmelden"
"Login History","Login History"
"Logo","Logo"
"Logout","Abmelden"
"m/d/Y","m/d/Y"
"Main","Main"
"Main Menu","Main Menu"
"Make a Payment","Machen Sie eine Zahlung"
"Make Payment","Zahlung durchführen"
"Manual","Manuell"
"Manual CC","Manual CC"
"Manual Send","Manuelles Senden"
"Manual send running. Progress will be displayed here, please stay on this page until it is complete. <a href=""%s"">Click here</a> to stop manual sending.","Manuelles Senden läuft. Fortschritt wird hier angezeigt werden, bitte bleiben Sie auf dieser Seite, bis er abgeschlossen ist. <a href=""%s""> Klicken Sie hier </a>, um manuelle Sendung zu stoppen."
"Manually Renewing invoice for %s","Manually Renewing invoice for %s"
"Mar","März"
"March","März"
"Mark as unread","Als ungelesen markieren"
"Mark invoice as sent","Markieren Rechnung als geschickt"
"Mark selected tickets as read","Mark selected tickets as read"
"Mark selected tickets as unread","Mark selected tickets as unread"
"Marketing","Marketing"
"May","Mai"
"Me:","Me:"
"Medium","Mittel"
"Member Count","Mitglied Count"
"Member Groups","Mitglieder-Gruppen"
"Member Information","Mitglied Informationen"
"Member Name","Mitgliedsname"
"Member Newsletters","Mitglied Newsletters"
"Member Subscription Due","Mitglied Abonnement Aufgrund"
"Member:","Mitglied"
"Member: %s","Mitglied:%s"
"Member: <strong>Fajar Alif</strong>","Member: <strong>Fajar Alif</strong>"
"Member: <strong>jhonatan vargas</strong>","Member: <strong>jhonatan vargas</strong>"
"Members","Mitglieder"
"members","members"
"Members <span class='label label-info'>13</span> ","Members <span class='label label-info'>13</span> "
"Members <span class='menu_label'>13</span> ","Members <span class='menu_label'>13</span> "
"Members <span class='menu_label'>2</span> ","Members <span class='menu_label'>2</span> "
"Menu Item","Menu Item"
"Menu Location","Menu Location"
"Menu Order","Menü Auftrag"
"Menu Order (beta!)","Menu Order (zufallen)"
"Menu Positions","Menu Positions"
"Merge Customer Invoices","Merge Kundenrechnungen"
"Merge selected invoices into this invoice","Merge ausgewählten Rechnungen in dieser Rechnung"
"Message","Message"
"Message Content:","Message Content:"
"Message delivered successfully to %s Facebook pages","Message delivered successfully to %s Facebook pages"
"Message:","Nachricht:"
"mins","mins"
"Mo","Mo."
"Mobile","Mobil"
"Mon","Mo."
"Monday","Montag"
"Month","Monat"
"Months","Monate"
"More","Mehr…"
"more &raquo;","Mehr…"
"More advanced changes can be made like normal in the /css/styles.css and /css/desktop.css files. (use Chrome or Firebug to locate the styles you wish to change)","Weitere fortschrittliche Veränderungen können wie normale in der Datei / css / styles.css und / css / desktop.css Dateien vorgenommen werden. (Verwenden Chrome oder Firebug, um die Stile, die Sie ändern möchten suchen)"
"more fields &raquo;","mehr Felder »"
"Multiple Body Areas","Multiple Body Areas"
"Multiple Day Event","Multiple Day Event"
"MultiSafepay","MultiSafePay"
"MultiSafePay","MultiSafePay"
"Multisafepay Settings","Multisafepay Einstellungen"
"Multisafepay setup instructions:","Multisafepay Installationsanweisungen:"
"MyAssets","MyAssets"
"N/A","Unzutreffend"
"Name","Name"
"Name:","Name:"
"Name/Description:","Name / Beschreibung:"
"Name/Label","Name / Label"
"Name/URL:","Name / URL:"
"Names, Phone or Email:","Namen, Telefonnummern oder E-Mail:"
"Narrow Fixed","Narrow Fixed"
"nd","nd"
"Never","Nie"
"Never sent","Nie gesendet"
"New","NEU!"
"new","new"
"New ","New "
"New Customer Details","New Customer Details"
"New event","New event"
"New Event","New Event"
"New Job","Neuer Arbeit"
"New Lead Details","New Lead Details"
"New Manual Invoice","Neues Handbuch Rechnung"
"New Member Details","New Member Details"
"New Password","New Password"
"New Quote","New Quote"
"New Task","Neue Aufgabe"
"New task created successfully","New task created successfully"
"New Words","New Words"
"Newsletter","Mitteilungsblatt"
"Newsletter Content","Newsletter Inhalt"
"Newsletter deleted successfully","Newsletter deleted successfully"
"Newsletter Drafts (have not been sent yet)","Newsletter Verfasser (bisher noch nicht gesendet)"
"Newsletter duplicated successfully","Newsletter duplicated successfully"
"Newsletter Link Clicks","Newsletter Link Klicks"
"Newsletter Overview","Newsletter Übersicht"
"Newsletter saved successfully","Newsletter saved successfully"
"Newsletter Sent Already","Newsletter Sent Already"
"Newsletter Settings","Newsletter-Einstellungen"
"Newsletter Statistics: %s","Newsletter Statistik:%s"
"Newsletter Statistics: UCM: December updates available","Newsletter Statistik: UCM: Dezember Updates verfügbar"
"Newsletter Statistics: unsub test 5","Newsletter Statistics: unsub test 5"
"Newsletter Subscription","Newsletter Subscription"
"Newsletter System","Newsletter-System"
"Newsletter Template Details","Newsletter Template Details"
"Newsletter Templates","Newsletter Templates"
"newsletter_subscriptions","newsletter_subscriptions"
"Newsletter:","Mitteilungsblatt"
"Newsletter: ","Newsletter: "
"Newsletters","Mitteilungsblatt"
"Next","Weiter"
"Next &raquo;","Nächste &raquo;"
"Next Date","Next Date"
"Next Due Date","Weiter Due Date"
"Next due date is: %s","Weiter Fälligkeitstag:%s"
"Next Step","Next Step"
"Next Ticket","Weiter Ticket"
"Next Ticket &raquo;","Next Ticket &raquo;"
"No","Nein"
"No implemented yet","No implemented yet"
"No Product","Kein Produkt"
"No results found","Keine Ergebnisse gefunden"
"No, do not send duplicate emails","No, do not send duplicate emails"
"None","None"
"Normal","Normal"
"Not allowed","Nicht erlaubt"
"Not paid","Nicht bezahlt"
"Not sent","Nicht gesendet"
"Not Yet","""Noch nicht..."""
"Nota recordatorio","Nota recordatorio"
"Note","Über"
"Note deleted successfully","Note deleted successfully"
"Note Reminder","Hinweis Reminder"
"Note: logout of this system before submitting a public support ticket for it to work correctly.","Note: logout of this system before submitting a public support ticket for it to work correctly."
"Notes:","Notes:"
"Nothing (default)","Nothing (default)"
"Notify","Benachrichtigen"
"Nov","Nov."
"November","November"
"Now","Jetzt"
"Number","Anzahl"
"Number:","Nummer:"
"Oct","Okt."
"October","Oktober"
"OK","OK"
"Ola","Ola"
"Old Password","Old Password"
"Once Off","Sobald Off"
"Once off","Nach dem Ausschalten"
"Only Accepted Quotes","Only Accepted Quotes"
"Only Completed Jobs","Nur Abgeschlossene Aufträge"
"Only Non-Completed Jobs","Nur nicht erledigten Jobs"
"Only Quoted Jobs","Nur Zitiert Jobs"
"Only show the bitcoin option if the dollar value is greater than or less than the below value.","Only show the bitcoin option if the dollar value is greater than or less than the below value."
"Only show the paypal option if the dollar value is greater than or less than the below value.","Only show the paypal option if the dollar value is greater than or less than the below value."
"Only show the stripe option if the dollar value is greater than or less than the below value.","Only show the stripe option if the dollar value is greater than or less than the below value."
"Only Un-Accepted Quotes","Only Un-Accepted Quotes"
"Only use this default customer if the customer cannot be found based on the ticket users email address.","Verwenden Sie diese Standard-Kunden, wenn der Kunde nicht basierend auf dem Ticket Benutzer E-Mail-Adresse gefunden werden."
"Open","Öffnen"
"open &raquo;","Öffnen"
"Open Invoice","Open Invoice"
"Open Job","Open Job"
"Open Job &raquo;","Open Job &raquo;"
"Open Preview","Open Preview"
"Open Quote &raquo;","Open Quote &raquo;"
"Opened","Opened"
"Opened By","Opened By"
"Or custom tax:","Oder eigene Steuer:"
"Order","Bestellung"
"Other","andere"
"Other Forms","Andere Formen"
"Others","Others"
"Overdue","Überfällig"
"OVERDUE","überfällig"
"Overdue: ","Overdue: "
"Overview","Übersicht"
"Overwrite/Update Duplicates","Überschreiben / Aktualisieren Duplicates"
"Package","Package"
"Page %s of %s","Seite %s von %s"
"Paid","Bezahlt"
"paid","paid"
"Paid Date","Bezahlt Datum"
"Paid:","Bezahlt:"
"Panel principal","Panel principal"
"Participant","Participant"
"Password","Passwort"
"Past Newsletters","Letzten Newsletters"
"Past Newsletters <span class=""menu_label"">%s</span>","Past Newsletters <span class=""menu_label"">%s</span>"
"Past Newsletters <span class=""menu_label"">6</span>","Past Newsletters <span class=""menu_label"">6</span>"
"Past Newsletters <span class=""menu_label"">7</span>","Past Newsletters <span class=""menu_label"">7</span>"
"Past Newsletters<span class=""label label-info"">34</span>","Past Newsletters<span class=""label label-info"">34</span>"
"Past Newsletters<span class=""label label-info"">35</span>","Past Newsletters<span class=""label label-info"">35</span>"
"Past Newsletters<span class=""menu_label"">34</span>","Past Newsletters<span class=""menu_label"">34</span>"
"Past Newsletters<span class=""menu_label"">35</span>","Past Newsletters<span class=""menu_label"">35</span>"
"Pause Sending","Pause Sending"
"Paused","Paused"
"Payment against invoice #%s on subscription %s","Payment against invoice #%s on subscription %s"
"Payment against invoice #%s via ""%s"" method","Zahlung gegen Rechnung #%s via ""%s""-Methode"
"Payment against invoice <a href=""%s"">#%s</a> via ""%s"" method","Zahlung gegen Rechnung <a href=""%s""># %s</a> über ""%s""-Methode"
"Payment Amount","Zahlungsbetrag"
"Payment Completed","Payment Completed"
"Payment Date","Zahlungstermin"
"Payment for Invoice %s","Payment for Invoice %s"
"Payment from %s","Zahlung von%s"
"Payment from %s %s on subscription %s","Zahlung von%s%s im Abonnement%s"
"Payment from %s on subscription %s","Zahlung von%s im Abonnement%s"
"Payment History:","Payment History:"
"Payment Method","Zahlungsmethode"
"Payment Methods:","Zahlungsmethoden"
"Payments","Zahlungen"
"PayPal","PayPal"
"PayPal Settings","PayPal Einstellungen"
"PayPal setup instructions:","PayPal Installationsanweisungen:"
"PayPal subscription setup instructions:","PayPal subscription setup instructions:"
"PDF","PDF"
"PDF Settings","PDF Settings"
"PDF Template","PDF-Vorlage"
"Pending","Pending"
"Pending %s Invoice","Pending %s Invoice"
"Pending <span class='label label-info'>20</span> ","Pending <span class='label label-info'>20</span> "
"Pending <span class='label label-info'>21</span> ","Pending <span class='label label-info'>21</span> "
"Pending <span class='menu_label'>1</span> ","Pending <span class='menu_label'>1</span> "
"Pending <span class='menu_label'>20</span> ","Pending <span class='menu_label'>20</span> "
"Pending <span class='menu_label'>21</span> ","Pending <span class='menu_label'>21</span> "
"Pending Job Quote","Bis Job Quote"
"Pending on %s","Pending on %s"
"per","pro"
"Per Day","Pro Tag"
"Per Hour","Pro Stunde"
"Per Minute","Per Minute"
"Per Page:","pro Seite"
"Perform Bulk Action","Führen Bulk-Aktion"
"Perform Bulk Actions","Führen Sie Bulk-Aktionen"
"Perform Bulk Actions on Tickets (BETA!)","Führen Sie Bulk-Aktionen auf Tickets (zufallen)"
"Period","Period"
"Permissions","Berechtigungen"
"Phone","Telefon"
"Phone Number","Telefonnummer"
"Picture","Picture"
"Picture Post","Picture Post"
"Pin","Pin"
"Pin added successfully","Pin added successfully"
"Pin already exists","Pin already exists"
"Pin Current Page +","Merken Aktuelle Seite +"
"Pin deleted successfully","Pin deleted successfully"
"Place this in an iframe on your website, or as a link on your website, and people can submit support tickets.","Legen Sie diese in einem iframe auf Ihrer Website oder als Link auf Ihrer Website, und die Leute können Support-Tickets vorlegen."
"Please <a href=""%s"">click here</a> to check bounce emails manually.","Bitte <a href=""%s""> klicken Sie hier </a>, um Bounce-E-Mails manuell zu prüfen."
"Please <a href=""%s"">click here</a> to pay online.","Bitte <a href=""%s""> klicken Sie hier </a> online zu bezahlen."
"Please click the button above to request a change on this website.","Bitte klicken Sie die Schaltfläche oben auf eine Änderung auf dieser Website zu beantragen."
"Please click the button below to apply the credit to this invoice.","Bitte klicken Sie auf die Schaltfläche unten, um den Kredit zu dieser Rechnung gelten."
"Please click the button below to apply this deposit.","Please click the button below to apply this deposit."
"Please confirm your new password here a second time.","Please confirm your new password here a second time."
"Please create an empty job first","Please create an empty job first"
"Please enter a name for this saved task listing","Bitte geben Sie einen Namen für diese gespeicherte Aufgabe Auflistung"
"Please enter starting balance","Bitte geben Sie Startguthaben"
"Please enter your email address below to reset your password.","Please enter your email address below to reset your password."
"Please enter your old password in order to set a new password.","Please enter your old password in order to set a new password."
"Please explain clearly the change you would like to make.","Bitte erläutern Sie, die Änderung, die Sie gerne machen würden."
"Please Generate Invoice","Bitte generieren Rechnung"
"Please google for ""How to make a favicon"". It should be a small PNG or ICO image.","Bitte google für ""Wie man ein Favicon zu machen."" Es sollte ein kleiner PNG-oder ICO Bild."
"Please insert the Envato Item ID of this item under your account (look in your address bar)","Please insert the Envato Item ID of this item under your account (look in your address bar)"
"Please insert your license code(s) below to receive updates and new features.","Bitte geben Sie Ihren Lizenzcode (s) unten, um Updates und neue Features erhalten."
"Please insert your license code(s) below to receive upgrades and new features.","Please insert your license code(s) below to receive upgrades and new features."
"Please Login","Bitte loggen Sie sich ein."
"Please make sure you include a single {BODY} tag in the template.","Please make sure you include a single {BODY} tag in the template."
"Please make sure your data is in the below format. The <strong>first line</strong> of your CSV file should be the column headers as below. You can <a href=""%s"">click here</a> to download a sample CSV template ready for import. Please use UTF8 file format. %s","Bitte stellen Sie sicher, dass Ihre Daten in der untenstehenden Format. Die <strong> ersten Zeile </ strong> Ihrer CSV-Datei sollte die Spaltenüberschriften wie unten sein. Sie können <a href=""%s""> klicken Sie hier </a>, um eine Probe CSV-Vorlage für den Import bereit herunterzuladen. Bitte verwenden UTF8 Dateiformat. %s"
"Please navigate to the page you wish to change.","Bitte navigieren Sie zu der Seite, die Sie ändern möchten."
"Please press save first","Bitte drücken Sie zuerst speichern"
"Please review the send options below and click the Send button when you are happy.","Please review the send options below and click the Send button when you are happy."
"Please save newsletter in order to insert images and attachments.","Bitte speichern Sie Newsletter, um Bilder und Anhänge einzufügen."
"Please see the other forms/messages under Settings > Templates. Look for the ""newsletter"" ones.","Bitte beachten Sie die anderen Formen / Meldungen unter Einstellungen> Templates. Suchen Sie nach den ""Newsletter"" sind."
"Please select","Bitte auswählen"
"Please select the Envato account this item exists under","Please select the Envato account this item exists under"
"Please select the groups you would like to send this email to:","Please select the groups you would like to send this email to:"
"Please select the people you would like to send this newsletter to.","Please select the people you would like to send this newsletter to."
"Please select which product you are enquiring about","Please select which product you are enquiring about"
"Please select which tasks to generate an invoice for:","Please select which tasks to generate an invoice for:"
"Please setup a NEW email address for bounces. Do not use an existing email address.","Bitte richten Sie eine neue E-Mail-Adresse für Bounces. Verwenden Sie nicht eine bestehende E-Mail-Adresse."
"Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend <a href=""http://www.libreoffice.org/download/"" target=""_blank"">LibreOffice</a> for best CSV file generation.","Bitte versuchen Sie Ihre CSV-Datei importieren in UTF8-Format zu speichern für die besten Ergebnisse (search google für ein howto). Sobald der Import CSV-Datei ist bereit für den Upload nutzen Sie bitte das untenstehende Formular aus. (Bitte achten Sie darauf das ist eine CSV-Datei, nicht eine Excel-Datei.) <br> Wir empfehlen <a href=""http://www.libreoffice.org/download/"" target=""_blank""> LibreOffice </a> für besten CSV-Datei Generation."
"Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend OpenOffice for best CSV file generation.","Please try to save your import CSV file in UTF8 format for best results (search google for a howto). Once your import CSV file is ready to upload please use the form below. (Please ensure this is a CSV file, not an excel file.)<br> We recommend OpenOffice for best CSV file generation."
"Please wait...","Bitte warten..."
"Plugin","Plugin"
"Plugin/Theme","Plugin / Theme"
"pm","pm"
"PM","PM"
"Position","Position"
"Post Code","Postleitzahl"
"Postcode","Postcode"
"Prev","Zurück"
"Prev Ticket","Prev Ticket"
"Preview","Vorschau"
"Preview Dynamic Fields:","Preview Dynamic Fields:"
"Preview Image","Vorschaubild"
"Preview Newsletter","Vorschau Mitteilungsblatt"
"Previous Weeks","Previous Weeks"
"Price","Preis"
"Primary","Primär"
"Primary (%s)","Primary (%s)"
"Primary Contact","Hauptansprechpartner"
"Primary Contact Details","Primäre Kontaktdetails"
"Print Multiple PDFs","Print Multiple PDFs"
"Print PDF","Drucken PDF"
"Priority","Vorrang"
"Priority Support","Priority Support"
"Priority:","Priorität:"
"Private","Private"
"Process Import","Process Import"
"Processing, please wait","Processing, please wait"
"Product","Produkt"
"Product Category Information","Product Category Information"
"Product category saved successfully","Product category saved successfully"
"Product deleted successfully","Product deleted successfully"
"Product Details","Product Details"
"Product Information","Produktinformationen"
"Product Management","Product Management"
"Product Name","Produktname"
"Product:","Produkt:"
"Products","Produkte"
"Progress","Fortschritt"
"prova","prova"
"Public","Öffentlich"
"Public Invoice Link","Public Invoice Link"
"Public link","Public link"
"Public Link","Öffentliche Verlinken"
"Purchases","Käufe"
"Qty","Qty"
"qty","qty"
"Quantity & Amount","Quantity & Amount"
"Question","Frage"
"Questions & Answers","Fragen & Antworten"
"Queue Newsletter for Sending","Queue Newsletter for Sending"
"Quick Add","Schnelles Hinzufügen"
"Quick Pin","Schnelle Pin"
"Quick Preview","Schnelle Vorschau"
"Quick Preview:","Quick Preview:"
"Quick Search:","Schnellsuche"
"Quote","Quote"
"Quote approval emailed to staff member","Quote approval emailed to staff member"
"Quote Date","Zitat Datum"
"quote deleted successfully","quote deleted successfully"
"Quote Description","Quote Description"
"Quote Details","Quote Details"
"Quote Emails","Quote Emails"
"Quote Groups","Quote Groups"
"Quote Has Been Approved","Quote Has Been Approved"
"Quote Jobs","Quote Jobs"
"Quote Notes","Quote Notes"
"Quote Requires Approval","Quote Requires Approval"
"Quote saved successfully","Quote saved successfully"
"Quote Tasks %s","Quote Tasks %s"
"Quote Title","Quote Title"
"Quote Title:","Quote Title:"
"Quote: %s","Quote: %s"
"Quoted Date","Quoted Date"
"Quotes","Quotes"
"quotes","quotes"
"Quotes <span class='label label-info'>1</span> ","Quotes <span class='label label-info'>1</span> "
"Quotes <span class='label label-info'>14</span> ","Quotes <span class='label label-info'>14</span> "
"Quotes <span class='label label-info'>15</span> ","Quotes <span class='label label-info'>15</span> "
"Quotes <span class='label label-info'>16</span> ","Quotes <span class='label label-info'>16</span> "
"Quotes <span class='label label-info'>2</span> ","Quotes <span class='label label-info'>2</span> "
"Quotes <span class='label label-info'>3</span> ","Quotes <span class='label label-info'>3</span> "
"Quotes <span class='label label-info'>6</span> ","Quotes <span class='label label-info'>6</span> "
"Quotes <span class='label label-info'>7</span> ","Quotes <span class='label label-info'>7</span> "
"Quotes <span class='menu_label'>1</span> ","Quotes <span class='menu_label'>1</span> "
"Quotes <span class='menu_label'>14</span> ","Quotes <span class='menu_label'>14</span> "
"Quotes <span class='menu_label'>15</span> ","Quotes <span class='menu_label'>15</span> "
"Quotes <span class='menu_label'>16</span> ","Quotes <span class='menu_label'>16</span> "
"Quotes <span class='menu_label'>2</span> ","Quotes <span class='menu_label'>2</span> "
"Quotes <span class='menu_label'>3</span> ","Quotes <span class='menu_label'>3</span> "
"Quotes <span class='menu_label'>4</span> ","Quotes <span class='menu_label'>4</span> "
"Quotes <span class='menu_label'>6</span> ","Quotes <span class='menu_label'>6</span> "
"Quotes <span class='menu_label'>7</span> ","Quotes <span class='menu_label'>7</span> "
"Quotes New","Quotes New"
"Rate","Rate"
"Raw Value:","Raw Value:"
"rd","rd"
"Really delete Change Request?","Really delete Change Request?"
"Really delete company: Jankosoft (Pvt) Ltd","Really delete company: Jankosoft (Pvt) Ltd"
"Really delete company: sfdfgdf","Really delete company: sfdfgdf"
"Really delete company: Test","Really delete company: Test"
"Really delete contact: stijn","Really delete contact: stijn"
"Really delete currency: TD","Really delete currency: TD"
"Really delete customer: ","Really delete customer: "
"Really delete customer: %s","Really delete customer: %s"
"Really delete customer: 4NET","Really delete customer: 4NET"
"Really delete customer: Richards Roof Repairs","Really delete customer: Richards Roof Repairs"
"Really delete customer: Ridderspark Krugersdorp","Really delete customer: Ridderspark Krugersdorp"
"Really delete customer: sdfsdfsdf","Really delete customer: sdfsdfsdf"
"Really delete customer: Test stijn","Really delete customer: Test stijn"
"Really delete customer: Tran Duy Ninh","Really delete customer: Tran Duy Ninh"
"Really delete group: admin@example.com","Really delete group: admin@example.com"
"Really delete group: asddasd","Really delete group: asddasd"
"Really delete group: Beszállító","Really delete group: Beszállító"
"Really delete group: dgdfg","Really delete group: dgdfg"
"Really delete group: drew's website group","Really delete group: drew's website group"
"Really delete group: PC","Really delete group: PC"
"Really delete group: test","Really delete group: test"
"Really delete group: UK","Really delete group: UK"
"Really delete member:  ","Really delete member:  "
"Really delete newsletter: hfghfgh","Really delete newsletter: hfghfgh"
"Really Delete Note?","Wirklich löschen Hinweis?"
"Really delete product: ","Really delete product: "
"Really delete quote: ","Really delete quote: "
"Really delete quote: test","Really delete quote: test"
"Really delete quote: Voice","Really delete quote: Voice"
"Really delete quote: 流浮山","Really delete quote: 流浮山"
"Really delete security role: john doe","Really delete security role: john doe"
"Really delete security role: test","Really delete security role: test"
"Really delete task hours?","Wirklich löschen Aufgabe Stunde?"
"Really delete this entire custom data group? All it's records and revisions as well?","Really delete this entire custom data group? All it's records and revisions as well?"
"Really delete this entire data fieldset?","Really delete this entire data fieldset?"
"Really delete this record?","Wirklich löschen Diesen Datensatz?"
"Really delete this?","Wirklich löschen?"
"Really delete user: abc","Really delete user: abc"
"Really delete user: jblend67","Really delete user: jblend67"
"Really delete user: 김","Really delete user: 김"
"Really remove any duplicate words from the database?","Really remove any duplicate words from the database?"
"Really reset the language database?","Really reset the language database?"
"Really save these tasks as a default task listing?","Wirklich sparen diese Aufgaben als Default-Task Eintrag?"
"Reason","Reason"
"Recipient Status (refresh to see updated status)","Empfänger Status (refresh aktualisiert Status sehen)"
"Record","Rekord"
"Record %s","Datensatz%s"
"Record recurring transaction","Notieren Sie wiederkehrende Transaktion"
"Record this transaction","Record this transaction"
"Records","Records"
"Recurring","Wiederkehrend"
"Recurring or Once Off","Wiederkehrende oder Einmal Off"
"Recurring Period","Wiederkehrende Zeitraum"
"Recurring Transaction","Wiederkehrende Transaction"
"Recurring Transaction Due","Recurring Transaction Due"
"Recurring transaction saved successfully","Recurring transaction saved successfully"
"Recurring Transactions for next %s months","Recurring Transactions for next %s months"
"Recurring: %s","Recurring: %s"
"Refresh","Aktualisieren"
"Refresh Envato Module","Aktualisieren Envato Module"
"Refresh failed %s times.","Aktualisieren fehlgeschlagen%s Zeiten."
"Refund against invoice <a href=""%s"">#%s</a> via ""%s"" method","Refund against invoice <a href=""%s"">#%s</a> via ""%s"" method"
"Reg","Reg"
"Region","Region"
"Related to","Bezug zu"
"Reminder","Erinnerung"
"Remove","Entfernen"
"Remove old Unpaid Priority Support Invoices","Entfernen Sie alte unbezahlte Priority Support Rechnungen"
"Remove Unpaid Support Invoices","Entfernen Unbezahlte Rechnungen Unterstützung"
"Renewal Date","Renewal Datum"
"Repeat event","Repeat event"
"Repeat Every","Wiederhole alle"
